how many azure items does the other network have? 	you have twelve pink cashews, you have ten maroon carrots, you have eighteen azure persimmons 	eighteen 	azure
how many magenta items does the other network have? 	you have five orange grapefruits, you have four magenta haricots, you have two magenta blackberries, you have six purple oranges, you have two magenta lychees, you have eleven magenta plantains, you have seven magenta cranberries, you have ten blue eggplants, you have seven magenta cherimoyas 	eleven 	magenta
how many grey items does the other network have? 	you have three grey cherries, you have eleven red yams, you have fourteen black pineapples, you have two grey brussels sprouts, you have twelve green guavas, you have one grey pecan 	three 	grey
how many lime items does the other network have? 	you have two lime tomatoes, you have three lime avocados, you have nine lime pomegranates, you have nine lime lychees, you have thirteen lime daikons, you have eighteen lime artichokes, you have three pink plantains, you have two olive pumpkins, you have nineteen white radishes 	eighteen 	lime
how many tan items does the other network have? 	you have eighteen tan tomatillos, you have thirteen azure eggplants, you have seventeen crimson turnips 	eighteen 	tan
how many turquoise items does the other network have? 	you have fifteen grey tangerines, you have three turquoise parsnips, you have sixteen pink apricots, you have nine turquoise kiwis, you have one turquoise onion, you have six turquoise lemons, you have five pink turnips, you have ten turquoise lingonberries, you have one turquoise chili pepper 	ten 	turquoise
how many lime items does the other network have? 	you have one lime pumpkin, you have fourteen turquoise potatoes, you have six lavender peanuts, you have ten olive guavas, you have eleven yellow peppers, you have one lime pumpkin 	one 	lime
how many blue items does the other network have? 	you have seven teal black-eyed peas, you have five maroon boysenberries, you have one blue macadamia nut, you have six blue cabbages, you have two blue radishes, you have two blue kakis, you have three silver dates, you have three blue potatoes, you have four blue apricots 	six 	blue
how many azure items does the other network have? 	you have two azure sweet potatoes, you have fifteen tan turnips, you have twenty brown persimmons, you have seventeen azure tomatillos, you have nine tan apples, you have fifteen azure boysenberries 	seventeen 	azure
how many yellow items does the other network have? 	you have twenty yellow lemons, you have fourteen teal plantains, you have five black hazelnuts, you have seventeen yellow kohlrabis, you have nineteen yellow olives, you have one yellow pecan, you have fifteen pink cabbages, you have four olive beets, you have three yellow tangelos 	twenty 	yellow
how many grey items does the other network have? 	you have eleven grey sweet potatoes, you have three grey cauliflowers, you have six grey onions, you have three orange tomatillos, you have eleven orange onions, you have fourteen grey sunflower seeds, you have seven grey watermelons, you have one grey onion, you have nineteen lime potatoes 	fourteen 	grey
how many purple items does the other network have? 	you have eighteen purple kumquats, you have seventeen orange sweet potatoes, you have ten beige clementines 	eighteen 	purple
how many tan items does the other network have? 	you have six tan morels, you have five magenta nectarines, you have nine purple grapefruits, you have five tan beets, you have eleven tan chickpeas, you have one lavender strawberry 	eleven 	tan
how many pink items does the other network have? 	you have eighteen coral boysenberries, you have one teal pecan, you have six pink almonds, you have three green macadamia nuts, you have three pink ackees, you have three pink papayas 	six 	pink
how many olive items does the other network have? 	you have one olive jackfruit, you have eleven green kola nuts, you have one olive guava, you have thirteen violet cherimoyas, you have nineteen violet pistachios, you have five white parsnips 	one 	olive
how many azure items does the other network have? 	you have ten red broccoli, you have five beige kakis, you have eleven azure cherries, you have six olive pecans, you have twenty azure zucchini, you have two azure cabbages, you have eighteen azure kumquats, you have nine azure sapotes, you have two coral soybeans 	twenty 	azure
how many indigo items does the other network have? 	you have seventeen tan haricots, you have two indigo lemons, you have one green nectarine 	two 	indigo
how many purple items does the other network have? 	you have fifteen lavender shallots, you have nineteen turquoise pears, you have four indigo chestnuts, you have seven purple quinces, you have five purple olives, you have twelve purple radishes 	twelve 	purple
how many ruby items does the other network have? 	you have five maroon beets, you have three ruby turnips, you have two ruby shallots, you have one ruby kumquat, you have sixteen cyan strawberries, you have five lime blackberries, you have four ruby parsnips, you have six ruby longans, you have two ruby cabbages 	six 	ruby
how many red items does the other network have? 	you have one red lentil, you have thirteen purple strawberries, you have seventeen ruby avocados, you have twelve violet pomegranates, you have nineteen red leeks, you have eighteen red olives 	nineteen 	red
